Author,Text,URL,Company,Category,Label
['Robert Crane'],"Breaking News: FBI Uncovers Evidence That 62 Million Trump Voters are All Russian Agents

Anonymous sources within the FBI have revealed to The Times that they have new evidence indicating that everyone who voted for Donald Trump is an agent of the FSB (formerly the KGB). An unknown portion of these voters may have had their minds controlled by a Russian space-beam, agents close to the investigation say.

The allegation that 62 million Americans appear to be employed by Russian intelligence services has rocked the Bureau, and it is reported that multiple agents have taken their own lives, given that realizing just how deep this Russian hacking conspiracy runs blew their minds — literally.

This shocking new revelation comes after it was confirmed as a fact that Russia did Wikileaks because Donald Trump personally called Vladimir Putin and asked him to. It was also revealed earlier this week that Alex Jones (real name “Alexi Jonesinov”) is a Russian sleeper agent who was ordered by the FSB (formerly the KGB) to post news articles on the internet saying that Donald Trump would be a good President.

However, the revelation that 62 million Americans are taking orders directly from the Kremlin is a revelation of a whole other order, which FBI agents are struggling with how to deal with.

It was determined by Puerto Rican federal judge Mizu Tomazaki that it is a crime to support Donald Trump or to post positive things about him on the internet. 9th circuit judges Weinberg, Steinman and Goldenstein upheld the ruling. Despite this, the logistics of rounding up 62 million people and locking them in prison present a difficult task to overcome.

It may also be that not every voter is a direct agent of the FSB (formerly the KGB), and some may have been under the control of a mind control beam in space.

“We have not determined for sure that everyone who voted for Trump was paid directly by the Kremlin, given that it is highly possible that the Russians used a space-beam from a satellite to control their brains from a facility in St. Petersburg, and moved their bodies like puppets to the polls to check the Trump box,” one current agent familiar with the investigation told the times, describing the process of using a satellite-mounted space-beam to control people’s actions as “Russian neuro-brain hacking.”

When asked for comment on these reports by The Times, Kremlin Spokesman Dmitry Peskov said the allegations of space-beam mind control by the FSB (formerly the KGB) were “ridiculous,” “outrageous” and “goofy.” However, Peskov suspiciously asked “vere is Moose and Squirrel?”

NSA chief Mike Rogers said that though it is a well-established fact that going all the way back to Soviet times, the Russians have used space-beams to control people’s brains, he’s “never seen anything on this scale before.”

The Times also sought comment from President Trump; however, when asked about these allegations, he began screaming in Russian and jumped in a big truck and drove off down the road.

You are all nuts…almost 1/2 of America voted to make Trump the legal president, and you keep teling us we don’t matter. Install Hillary by force or some other act of politics, and you will have a civil war on your hands. And just in case you haven’t noticed, Trump’s people have most of the guns.",https://medium.com/@bobcrane_55517/breaking-news-fbi-uncovers-evidence-that-62-million-trump-voters-are-all-russian-agents-bc33994a4286,medium,Politics,FALSE
,,,,,
,"Senator John McCain should be supporting President Donald Trump and his Congressional peers in order to make America safe again but he obviously felt the need to go around the White House and call the Australian Ambassador to offer his “unwavering support.”, reports Angry Patriot.

McCain called the Australian ambassador, to pass on a message to Prime Minister Malcolm Turnbull that might be a violation of the Logan Act. The law prevents citizens from interfering in disputes the United States is having with foreign countries.

The Senator stated that Australia is one of America’s oldest friends and staunchest allies and in that spirit, he called Australia’s Ambassador to the United States to express his unwavering support for the U.S.-Australia alliance.

According to the Logan Act, any citizen of the United States who “without permission of the United States” either directly or indirectly “commences or carries on correspondence” with any foreign government or any officer of another government, to “influence the measures or conduct of any foreign government or of any officer” in ongoing controversies or disputes with America, shall be fined or sent to prison for three years– or both.

McCain claimed that he asked Ambassador Hockey to convey to the people of Australia that their American brothers and sisters value our historic alliance, honor the sacrifice of the Australians who have served and are serving by our side, and remain committed to the safer, freer, and better world that Australia does far more than its fair share to protect and promote.

Even if McCain is still the sitting Senator from Arizona, that does not exempt him from the dictates of the Logan Act. Among the conflicting reports by CNN about the conversation between Trump and his Australian counterpart, Senator McCain called to offer his “unwavering support” to the foreign leader.

Former President Barack Obama created the deal shortly before leaving the office. Australia had denied access to the immigrants based upon security concerns and would not have refused entry to the refugees and detained them offshore without a valid reason. Both President Trump and Prime Minister Turnbull have denied any acrimony occurred during their phone call. Even if it had, that still does not mean that President Trump was not doing what he vowed to do, which is protecting America.

Tell us what you think about McCain action in the comments below.

Share this post if you believe that President Trump will protect America!",https://web.archive.org/web/20170207153836/http://thetrumpmedia.com:80/politics/mccain-blamed-sabotaging-trump,thetrumpmedia,Politics,FALSE
,"HERE Is WHAT WILL HAPPEN If The DEEP STATE TAKES DOWN PRESIDENT TRUMP & It’s NOT PRETTY … FOR THEM

“The tree of liberty must be refreshed with the blood of patriots and tyrants.” – Thomas Jefferson

ELDER PATRIOT – Corrupt politicians ignore Jefferson’s directive to their own detriment. It’s no longer political, it’s personal.

Americans have had their eyes opened by the ascension of Donald Trump and no amount of leftwing money can put the Freedom Movement genie back in the bottle.

Conservative Senator Ted Cruz made that observation after reviewing the results of the 2016 elections and the expectations of the voters.

Cruz, who had the most high profile personality clash with Donald Trump during the Republican primary process nevertheless embraced Trump’s America First agenda and said, “If we’re given the White House and both houses of Congress and we don’t deliver, I think there will be pitchforks and torches in the streets. And I think quite rightly.”

Candidate Trump promised many things – border control, lower taxes, fairer trade relations, a balanced budget, healthcare that puts the people first not the government, safer communities, and – to the extent possible – an end to foreign wars. What, among those promises, should any Republican, nay any American, have a problem with?

After four months without a single legislative achievement, Congressional and Senatorial Republicans – notably John McCain, Paul Ryan and Lindsey Graham – have joined the Democrats in investigating President Trump absent a single shred of evidence that an underlying crime has been committed.

So, what gives?

Well, there was one additional promise that Trump made on his way to the White House that has some Republicans joining with Democrats and quaking in their boots, Trump’s promise to “Drain the Swamp.”

As we reported yesterday, “An F.B.I. agent with ‘intimate knowledge of the inner workings of the Clinton case’ told us that they uncovered evidence of such massive corruption that the agents involved realized that damned near the entire government could be brought down.”

The criminal co-conspirators in both parties realized almost immediately that the new sheriff wasn’t interested in joining them in the swamp so they launched, what can only be characterized as, a coup attempt.

Democrats are well schooled in such things probably because of their close alliance with Marxist regimes that can only gain power by seizing it through bloody civil wars. It should be noted that the Democratic Party has already done this once before.

One Hundred and Fifty-Seven years ago the Democrats waged a war against the First Republican President Abraham Lincoln for giving Blacks their freedom. That war came at a high price, as many as 700,000 Americans died fighting for what they believe in. To put that in perspective, these casualties exceed the nation’s loss in all its other wars, from the Revolution through Vietnam.

Today, Americans are still prepared to fight and die to protect their children’s God-given freedoms. Despite what you are reading and hearing in the mainstream media, they aren’t the leftwing-funded rioters, the pussy hat-wearing feminists, or the cuck bois that cant handle a micro aggression. No, the Americans that back Donald Trump are well armed.

Donald Trump’s presidency will move forward politically lest the sixty million patriots who voted for him, that are comprised of the large majority of military voters, police, and NRA members, move it forward by force.

These patriots are armed, trained, prepared, and have proven their discipline. They have grown disgusted by the corruption in Washington and will do whatever is necessary to make sure Trump’s Freedom Agenda moves forward and under the direction of Donald Trump himself.

No amount of fake news based on unsubstantiated charges by unnamed sources is going to change that. The battle lines have been drawn and no amount of finger pointing is going to convince these patriots to let anyone overturn the election results.

So why are establishment politicians courting a bloodbath on the streets of America that will also threaten them personally when they could be part of Making America Great Again? It’s because they have been caught red-handed and up to their eyeballs in a worldwide criminal conspiracy that has nothing to do with politics and everything to do with defrauding the American taxpayers.

And, now that they’ve been caught robbing the world’s largest bank – the U.S. treasury – they have chosen to go out in a blaze of glory rather than try to defend the indefensible at trial.

Washington’s criminal elites have chosen to go to war to unseat our duly elected president. It’s time to make our voices heard before this turns very ugly. Buckle your chin strap, America is counting on you.

EDITORS NOTE: THIS IS NOT A CALL TO ARMS BUT RATHER AN ANALYSIS OF WHAT WOULD HAPPEN IF THE DEEP STATES OVERTURNS A DUELY ELECTED PRESIDENT.

HERE IS A LIST OF EVERY SINGLE TIME OBAMA COMMITTED AN IMPEACHABLE OFFENSE THAT DEMS & MEDIA COVERED UP

“Impeach!” It’s been more than eight years since Democrats uttered that word – long enough for anyone to wonder if it was still in their vocabulary, considering the deafening silence through the dozens of serious scandals during President Obama’s administration – but now that President Trump is the man in the White House, it’s back with a vengeance.

Democrats everywhere are wildly slinging the “I” word, hoping to nail Trump for high crimes and misdemeanors after the New York Times claimed a memo written by former FBI Director James Comey said the president urged him to end the federal investigation into former national security adviser Michael Flynn.

Some members of Congress are getting in on the action. They include Reps. Maxine Water, D-Calif., and Al Green, D-Texas. Even a Republican, Rep. Justin Amash, claimed Wednesday there are grounds to impeach President Trump. House Oversign Committee Chair Rep. Jason Chaffetz, R-Utah, asked for the alleged Comey memo and other documents. Chaffetz tweeted that he is prepared to subpoena the information. And Sen. John McCain, R-Ariz., invoked “Watergate.”

Now the Democratic Party is reportedly poll testing impeachment as a 2018 election issue. More than 1 million people signed a petition calling on Congress to impeach Trump.

Wasting no time Wednesday, the mainstream media sprang into action, enthusiastically echoing the left’s impeachment calls. MSNBC launched a Watergate ad implying Trump is America’s new Richard Nixon.

“Watergate. We know its name because there were reporters who never stopped asking questions,” says MSNBC host Chris Hayes, who hinted that Trump is next on the impeachment chopping block. “Now, who knows where the questions will take us. But I know this: I’m not going to stop asking them.”

Meanwhile, some overzealous members of the left plastered fliers around Washington, D.C., demanding all White House staffers resign Wednesday.

The posters read: “If you work for this White House you are complicit in hate-mongering, lies, corrupt taking of Americans’ tax money via self-dealing and emoluments, and quite possibly federal crimes and treason. Also, any wars will be on your soul. … Resign now.”

But constitutional scholar Jonathan Turley, who voted for President Obama, warned “impeachment” enthusiasts not to get ahead of themselves with President Trump. Why?

At this time, there’s no evidence Trump actually committed a crime.

“The criminal code demands more than what Comey reportedly describes in his memo,” Turley wrote in a May 17 opinion piece posted at the Hill. Turley explained:

For the first time, the Comey memo pushes the litany of controversies surrounding Trump into the scope of the United States criminal code.

However, if this is food for obstruction of justice, it is still an awfully thin soup. Some commentators seem to be alleging criminal conduct in office or calling for impeachment before Trump completed the words of his inaugural oath of office. Not surprising, within minutes of the New York Times report, the response was a chorus of breathless “gotcha” announcements. But this memo is neither the Pentagon Papers nor the Watergate tapes. Indeed, it raises as many questions for Comey as it does Trump in terms of the alleged underlying conduct.

A good place to start would be with the federal law, specifically 18 U.S.C. 1503. The criminal code demands more than what Comey reportedly describes in his memo. There are dozens of different variations of obstruction charges ranging from threatening witnesses to influencing jurors. None would fit this case. That leaves the omnibus provision on attempts to interfere with the “due administration of justice.”

However, that still leaves the need to show that the effort was to influence “corruptly” when Trump could say that he did little but express concern for a longtime associate. The term “corruptly” is actually defined differently under the various obstruction provisions, but it often involves a showing that someone acted “with the intent to secure an unlawful benefit for oneself or another.” Encouraging leniency or advocating for an associate is improper but not necessarily seeking an unlawful benefit for him.

. Obama’s Iran nuke deal

Obama knew about Hillary’s private email server

Obama IRS targets conservatives

Obama’s DOJ spies on AP reporters

Obamacare & Obama’s false promises

Illegal-alien amnesty by executive order

Benghazi-gate

Operation Fast & Furious

5 Taliban leaders for Bergdahl

Extortion 17

‘Recess ‘ appointments – when Senate was in session

Appointment of ‘czars’ without Senate approval

Suing Arizona for enforcing federal law

Refusal to defend Defense of Marriage Act

Illegally conducting war against Libya

NSA: Spying on Americans

Muslim Brotherhood ties

Miriam Carey

Birth certificate

Executive orders

Solyndra and the lost $535 million

Egypt

Cap & Trade: When in doubt, bypass Congress

Refusal to prosecute New Black Panthers

Obama’s U.S. citizen ‘hit list’",http://patriotcrier.com/1-6kk-0/,patriotcrier,Politics,FALSE
,,,,,
['Katherine Rodriguez'],"Four million people dropped off the food stamp rolls in one month, according to the latest numbers on food stamp enrollment from the U.S. Department of Agriculture (USDA).

The latest USDA data show that the number of participants in the Supplemental Nutrition Assistance Program (SNAP), the government program that administers food stamps, dropped from 45,666,795 in October 2017 to 41,658,868 in November 2017 — a staggering decrease of 4,007,927 over one month.

Even though there was a temporary spike in enrollment, mostly concentrated in a few states that caused the national average of food stamp enrollment to spike, nationwide enrollment in the program as a whole is still on a steady decline.

Enrollment in the program sharply increased by 3.5 million during the first month of fiscal year (FY) 2018 (October 2017) mostly due to heavy increases in temporary SNAP enrollment in hurricane-affected states such as Florida and Texas.

In Florida alone, food stamp participation soared by 2.5 million from September to October due to the state administering Disaster Supplemental Nutrition Assistance Program (D-SNAP) benefits to poor residents affected by Hurricane Irma.

The USDA’s Food and Nutrition Service approved Florida’s request to administer these special D-SNAP benefits beginning September 10, 2017.

A spokesperson for Florida’s Department of Children and Families (DCF) — the program that administers food stamp benefits in Florida — confirmed with Breitbart News that the dramatic increase in SNAP enrollment in the state was due to disaster relief, but that most food stamp recipients were not normal beneficiaries of the food stamp program.

“The dramatic increase in SNAP recipients in the fall was related to the state’s administration of the federal disaster SNAP program following the impact of Hurricane Irma. To qualify for the federal disaster food assistance program, individuals must have lived or worked in one of the 48 declared counties on September 5, and NOT be a customer in the regular food assistance program,” said DCF Communications Director Jessica Sims.

Sims added that DCF handed out D-SNAP benefits totaling more than $1 billion to 3.1 million people in the months following Hurricane Irma, but the state curtailed its D-SNAP benefit program on December 3.

The sharp decline in food stamp enrollment over one month reflects how states like Florida have curtailed their temporary food stamp benefit programs for those affected by natural disasters.

But it also highlights an ongoing downward trend in food stamp enrollment that has been going on for several years since state legislatures enacted welfare reform measures designed to get people back into the workforce.

The Trump administration announced that it would adopt some of these state welfare reform measures — such as requiring food stamp recipients to work a certain number of hours per week — and implement them at the federal level, causing nationwide food stamp enrollment to plunge even further.

Over the past year since President Donald Trump took office, enrollment in SNAP dropped by two million. The latest food stamp numbers show that the downward trend over the past year — and every year after 2013 — is continuing.",http://www.breitbart.com/big-government/2018/02/07/food-stamp-enrollment-drops-4-million-one-month/,breitbart,Politics,FALSE
['Niamh Harris'],"Trials for AI lie detection at border patrol checkpoints are underway in the EU.

The program, called iBorderCtrl, started on November 1st and will run for six months at four border crossing points in Hungary, Latvia and Greece with countries outside the European Union

The EU-funded scheme aims to facilitate faster border crossings for travelers while weeding out potential criminals or illegal crossings but has been blasted by a civil liberties groups for being too Orwellian. They worry that this might lead to more widespread surveillance.

RT reports: Developed with €5 million in EU funding from partners across Europe, the pilot project will be operated by border agents in each of the trial countries and led by the Hungarian National Police.

Those using the system will first have to upload certain documents like passports, along with an online application form, before being assessed by the virtual, retina-scanning border agent.

The traveler will simply stare into a camera and answer the questions one would expect a diligent human border agent to ask, according to New Scientist.

“What’s in your suitcase?” and “If you open the suitcase and show me what is inside, will it confirm that your answers were true?”

But unlike a human border guard, the AI system is analyzing minute micro-gestures in the traveler’s facial expression, searching for any signs that they might be telling a lie.

via GIPHY

If satisfied with the crosser’s honest intentions, the iBorderCtrl will reward them with a QR code that allows them safe passage into the EU.

Unsatisfied however, and travelers will have to go through additional biometric screening such as having fingerprints taken, facial matching, or palm vein reading. A final assessment is then made by a human agent.

via GIPHY

Like all AI technologies in their infancy, the system is still highly experimental and with a current success rate of 76 percent, it won’t be actually preventing anyone from crossing the border during its six month trial. But developers of the system are “quite confident” that accuracy can be boosted to 85 percent with the fresh data.

However, greater concern comes from civil liberties groups who have previously warned about the gross inaccuracies found in systems based on machine-learning, especially ones that use facial recognition software.

In July, the head of London’s Metropolitan Police stood by trials of automated facial recognition (AFR) technology in parts of the city, despite reports that the AFR system had a 98 percent false positive rate, resulting in only two accurate matches.

The system had been labelled an “Orwellian surveillance tool,” by civil liberties group, Big Brother Watch.",https://newspunch.com/aeu-starts-testing-ai-lie-detectors-at-border-points/,newspunch,Technology,FALSE
,"Clint Eastwood says his doctors have put him on notice to get his affairs in order and prepare for that final trip in one of those limousine station wagons we call a hearse. The famous actor, 89, says he’ll be lucky to see 2019:

“I’ve had a good run. They say I’m probably gonna be on the list of dead people at the awards show next year. Me and that damned empty chair. Guaranteed. Why can’t folks just let that go?”

Eastwood, always in good spirits, says that he’s made a good life for his family and taken care of them with trust funds, homes and large insurance policies and that he’d like to see his personal estate go to something…bigger:

“I have been able to sit here in this magnificent ranch watching as President Trump made America great again in just a few months. He’ll persevere through the witch hunt and I will do what I can to make his journey easier.”

Eastwood is donating his Northern California ranch, 40K acres of grazing land in Nevada and more than $7 million in cash and other assets to Trump’s 2020 campaign. The campaign has said they will be delighted to accept the donation and will use the ranch as a command center for the entire Pacific Northwest:

“We’ll be able to sit up there, far from the prying eyes of Obama and the deep state and the deep levels of corruption still inside the Justice department and FBI, and strategize without worrying about being called before a federal prosecutor for it.”

Clint Eastwood will be remembered for a lot of things after he’s gone, but this may be the biggest. Thanks for a lifetime of entertaining us, Clint!",https://web.archive.org/web/20190504024122/http://maga2020.us/news/clint-eastwood-leaves-his-estate-to-the-trump-2020-campaign/,maga2020,Politics,FALSE
,"WASHINGTON — Rod Jay Rosenstein, Deputy Attorney General for the United States Department of Justice has been removed from his office.

Nearly everyone who knows him seems to agree that Rod Rosenstein, the Deputy Attorney General and the official overseeing the special counsel Robert Mueller’s investigation of links between the Trump campaign and Russia, has a reputation for integrity.

Rod who is described by Jim Trusty, the former head of the Justice Department’s organized-crime division as a prosecutor, not a persecutor, had sought earlier to protect his good image by not taking a hastened decision to fire anyone without justifiable reasons.

But Trump could not fire Mueller directly, according to the law that authorizes Mueller’s probe, so the only possible way is to throw the Justice Department into upheaval by firing Deputy Attorney General Rosenstein who only holds the key Mueller’s expulsion.

Only the person acting as attorney general, and Rod Rosenstein who was on matters related to the probe, could fire Mueller, and he said he won’t do it without “good cause.” So Trump would first had to purge the upper ranks of the Justice Department until he finds someone willing to follow his orders and dismiss the special counsel.

Conflicting reports claim Rosenstein had resigned but it’s understood that Donald Trump made the decision to remove him after a review from his chief of staff, John Kelly.

UNDER the best of circumstances—when America has a president who is disciplined, willing to hear harsh but necessary truths and loyal to those he trusts—the post of Attorney General is “perhaps one of the most powerful job in Washington”, according to Loretta Lynch. Loretta Elizabeth Lynch, an American attorney who served as the 83rd Attorney General of the United States, appointed by President Barack Obama in 2015 to succeed Eric Holder. Loretta Lynch, a political giant who held that post for Barack Obama said, under ideal conditions, it is also the “toughest job in government.”

Rosenstein, the hapless establishment Republican ousted as Deputy Attorney General on Monday December 4, 2017 lasted a smidgeon over few days. After days of increasingly public concerns over the likelihood of Mueller’s dismissal by Trump and amidst Trump’s former national-security adviser, Michael Flynn, had pleaded guilty to making false statements to federal investigators about his conversations with former Russian Ambassador Sergey Kislyak during the presidential transition, Mr Rosenstein is being replaced by Neil Gorsuch, who was recently nominated by Trump for a lifetime job on the U.S. Supreme Court.

The reshuffle puts Mr Rosenstein out of his misery and confirms Mr Trump’s fondness for surrounding himself with tough-as-nails generals, who already fill several top jobs in his government. It ends the fear of Trump administration being damaged by Flynn’s plea to Mueller’s investigation team.

These are not anything like ideal circumstances for Mr Neil Gorsuch. New holder of the toughest job in government, the ex-clerk for Judge David B. Sentelle on the U.S. Court of Appeals for the D.C. Circuit from 1991 to 1992, and then for U.S. Supreme Court Justices Byron White and Anthony Kennedy, from 1993 to 1994. He currently was serving as an Associate Justice of the Supreme Court of the United States. How long Mr Neil Gorsuch lasts is anyone’s guess. If he only emerges with his dignity intact and adhere to the orders and principles of Trump’s administration, he will have done better than his predecessor.

President Donald Trump’s interview with the New York Times on Wednesday stirred speculation he might consider firing Special Counsel Robert Mueller for investigating Trump’s business dealings as part of the Russia probe.

But Trump could not fire Mueller directly, according to the law that authorizes Mueller’s probe. Firing the Deputy Attorney General simply means setting off a chain-reaction that would throw the Justice Department into upheaval and consequently reaching his target to fire Robert Mueller under his dictatorship.

He’d certainly begun by dismissing Rosenstein, whose political loyalties Trump questioned in the Times interview on Wednesday in which he also warned Mueller against broadening his investigation. Such a scenario would parallel President Richard Nixon’s 1973 “Saturday Night Massacre,” when Nixon forced out the top two officials in the Justice Department in order to oust the Watergate special counsel.

“I don’t think that’s politically survivable, and it’s not clear how much collateral damage he will do, putting himself into a position to have somebody fire Mueller,” said Senator Sheldon Whitehouse, a Democrat from Rhode Island.

Expanding Investigation

Mueller’s investigation has expanded to examine a broad range of transactions involving the president’s businesses, including dealings by his son-in-law, Jared Kushner, and Commerce Secretary Wilbur Ross, a person familiar with the probe told Bloomberg News. Trump told the Times that if Mueller examined his family’s finances beyond any relationship with Russia he’d consider it “a violation.”

“There is no possible way anybody at the White House could be seriously thinking about firing Mueller,” said Senate Bob Corker of Tennessee, a Republican. “I don’t even want to comment on that because that’s so far out of bounds it couldn’t possibly be a serious discussion.”

Undercutting Mueller

Trump has indicated he would try to undercut Mueller’s credibility. In the New York Times interview, Trump said Mueller has “many other conflicts that I haven’t said, but I will at some point.”

Separately, the Washington Post reported Thursday night that Trump’s legal team was exploring ways to question Mueller by building a case that he has conflicts of interest in overseeing the investigation. The Post also cited one unidentified person familiar with the effort as saying that Trump has asked his advisers about his authority to grant pardons to aides, family members or even himself.",https://web.archive.org/web/20171228192703/http://houstonchronicle-tv.com/breaking-trump-fires-deputy-attorney-general-rod-rosenstein-raising-questions-over-muellers-fate/,houstonchronicle-tv,Politics,FALSE
,"“One of the things that the Bible has consistently denounced is the taking of the Lord’s name in vain. In fact, one of the Ten Commandments in the Old Testament states: “You shall not take the name of the Lord your God in vain, for the Lord will not hold him guiltless who takes his name in vain” (Exodus 20:7). The word “vain” means “for no reason” or “useless.”

“Thus, God was instructing the Israelites to avoid using his name in a useless, disrespectful way. Instead, the Israelites were supposed to revere the name of God and use it in a serious, considerate way. Many of the ancient Israelites were so respectful of the name of God that they would not even pronounce it or write it for fear of using it in vain. Those who did write it would often throw away the quill they had used, because they thought that any quill that had written God’s name was holy and should not be used for regular words.

“Dr. John Hagee, the founder and senior pastor of the Cornerstone Church in San Antonio, Texas, not only agrees with what the Good Book says, but also takes the faith to a level of fanaticism. Speaking exclusively with Newslo, Hagee stated that “in this world of crimes and deaths that surround us, a simple blasphemy does not get that much attention when it should.”

“Saying the Lord’s name in vain might seem petite and insignificant compared to some of the things that are going on in the world right now, even in churches all across America,” Hagee elaborated. “But, that’s precisely the problem. If the shepherds of a faith start doing wrong, what is the flock supposed to do? Follow in their footsteps? I don’t think so. The flock needs to get its bearings and start thinking for itself.”

The pastor reprimanded: “But, nowadays you have people committing sin everywhere you look, including Houses of God, which are the holiest of places.”

Asked how the situation could be bettered, Hagee replied: “Well, we’d have to start with ourselves, as with everything in life. If you’re asking about my personal opinion, there is no greater sin in terms of wrongly using God’s name than women who use it during sex. That is one of the filthiest, most derogatory and sinful uses of the Lord’s name I can think of. If it were up to me, I would put every single woman or girl who does that in jail. That would be a fine example of God’s wrath aimed at what is, in my opinion, a terrible misuse of our Maker’s good name.”/religionlo.com/

Comments

comments",https://web.archive.org/web/20170214153057/http://uspoln.com:80/2017/02/07/john-hagee-god-made-lesbians-flat-identified-normal-people-easily-2,uspoln,Politics,FALSE
,"The Kardashian family has a net worth in the hundreds of millions, and they’re using their wealth to step up in a big way for those in need. The reality TV family banded together to raise $1 million to the families of victims of the Las Vegas mass shooting.

Earlier today, we announced that the Kardashian family will be donating $1 million to the victims of Las Vegas mass shooting, considering both the bereaved and the surviving victims.

Also, to benefit those impacted by the shooting, the Kardashian family will be hosting a “Day of Giving” on October 7. A “Day of Giving” will begin on Friday morning with other American celebrities and continue throughout the day on E!News. Across our social platforms, there will be a #DayofGiving call-to-action to donate to the victims of Las vegas shooting, with those dollars going to benefit those most impacted, the statement read.

“Our hearts go out to everyone in the devastating path of this historic mass shooting,” said Kim Kardashian. The most decorated family said it’s hard to fully appreciate the impact, in part because people are still recovering from the historic tragedy. But we know several people have been bereaved or victimized and now face the daunting challenge of putting lives and communities back together fearsomely, and we’re using our unique resources and reach to help those in need.”-the family continued.

“Las Vegas we are praying for you,” Khloé Kardashian tweeted immediately after announcing the family’s donation.

More than 50 people were killed and more than 500 more injured in a terrifying massacre Sunday night. It’s being reported by outlets as the deadliest mass shooting in the history of the United States.

A gunman, now identified as 64-year-old Stephen Paddock, opened fire on a country-music festival from a hotel window inside the nearby Mandalay Bay. Paddock shot and killed himself; Las Vegas Metro Police officers found him dead in the room.

Our thoughts and prayers remain with the people of Las Vegas and again it’s our most fervent prayer we get enough security to make life fright-free again in the Nevada city.",https://web.archive.org/web/20171228144534/http://houstonchronicle-tv.com/the-kardashians-donate-whopping-sum-to-las-vegas-mass-shooting-victims/,houstonchronicle-tv,Politics,FALSE
,"Colorado Rockies Baseball Team To Sell Marijuana Brownies At Their Concession Stands

DENVER, COLORADO –

With the new laws in effect in Colorado, major sports organizations are looking for ways to cash in on the newest legal cash crop in the state.

Sources are reporting that Major League Baseball’s Colorado Rockies plan to sell food items which contain marijuana at concession stands during games next season.

The first item on the list? Pot Brownies.

An official within the Rockies organization stated that the Rockies organization has given the green light to concession stands selling marijuana brownies.

High ranking officials in the Rockies organization say they are thrilled at the new menu item since they note that it will bring in tens of thousands of dollars per month.

The Rockies head office is hoping that the sale of marijuana brownies will also boost sales of other concession items. What better way to sell concessions that to give everyone in the stadium the munchies?

SIDENOTE: An inside source with the organization said that it appears that the strain of marijuana that will be used in the making of the marijuana brownies will be Durango Bango which is considered to be the very best weed in the Rocky Mountain State.",https://empiresports.co/colorado-rockies-baseball-team-to-sell-marijuana-brownies-at-their-concession-stands/,empiresports,Sports,FALSE
,"AMID AN INTERVIEW ON CNN’S “AC360,” FORMER PRESIDENTIAL CANDIDATE MITT ROMNEY URGED PRESIDENT TRUMP TO LEAVE OFFICE OVER THE SEXUAL MISCONDUCT CLAIMS AGAINST HIM AND COMMENTED THAT THE PRESIDENT “HAS SOME VERY SERIOUS EMOTIONAL PROBLEMS.”

Romney shared his opinion on Trump’s controversial tweets by sayin:

“I think you’ve got a president who has some very serious emotional problems.”

“I’m especially concerned about his constant tweets about North Korea. It’s already bad and he is adding fuel to the fire.”

Romney added, “You’ve got a president who has been accused, by many, many women of harassment, to say the least. This is a guy who was on a tape seen by everybody in America essentially bragging about his sexual assault of women.”

“Do I think under those considerations of Al Franken resigned, do I think the president should resign? I do. Do I think he will? I don’t. But, yes, I do think he should resign.”

Romney continued, “Let me take it a little step further. We have a president of the United States who acknowledged on a tape widely seen all over the country that he’s assaulted women, so I would hope maybe the president of the United States might pay attention of what’s going on and also think about resigning. But if your point is it is not just Al Franken you are absolutely right.”

Not long ago Mitt Romney also stated that President Trump is “trying to divide us up by the color of our skin.”",https://web.archive.org/web/20180615072211/https://internationalflashnews.blogspot.com/2018/06/mitt-romney-trump-has-some-very-serious.html,internationalflashnews,Politics,FALSE
,"Investigations into the activities and backroom dealings of the Obama’s while in office are well under way and leaked word from the Justice Department indicates that indictments are on the horizon. The exact details of the charges have not been indicated but that the subject is the former president himself is not in question. The many clues are being put together and Obama’s time is just about up.

Barack must have seen the writing on the wall, and, seeing that he is about to be exposed, he has left the country to avoid prosecution. And where did he go? Why, to Kenya of course, where is he claiming citizenship, presumably so that he cannot be extradited to the USA.

Our source inside Justice, who wishes to remain anonymous, shared some details of the situation:

“AG Barr has got Barack dead to rights. The evidence is piling up. He’s done. Obama must have a deep state source in here that’s close to the investigation because as soon as it became clear that an indictment was near, the Obama family disappeared, leaving the country on another ‘vacation,’ this time to Kenya, of all places. You And then word came from the Kenyan government direct to the office of Josephine Barron – that’s me – that Barack Obama has provided proof of his citizenship to their country and so is under their protection.”

So there it is. After years of claiming he is American, when push came to shove, Obama immediately renounced all of that and came clean. Though he won’t be extradited by the Kenyan government officially, it’s likely that a deal will be reached. Obama will face trial.",https://obamawatcher.com/2019/11/with-possible-indictment-looming-obama-flees-to-kenya/,obamawatcher,Politics,FALSE
