Author,Text,Title,URL,Company,Category,Label
,"SOUTH BEND, IN—Triumphantly celebrating victory with an adoring crowd of supporters, vindictive former Democratic presidential candidate Amy Klobuchar was elected mayor of South Bend, IN, sources confirmed Thursday. “South Bend has taken a step into a bright new day by finally electing a leader it deserves, and I’m here to help heal this broken city,” said the newly elected Mayor Klobuchar, relishing the crowd’s applause as confetti rained down over her shoulders. “When touring across America, I saw no city that had been more mistreated and dismissed by its local officials than South Bend. I promise you, I will work tirelessly to overturn the mistakes of the previous administration. We’ll be destroying the river walk and the smart sewer system and ending the Commuters Trust—all wastes of taxpayer money. You deserve a mayor who doesn’t abandon you to fly to other states that he has no chance of winning, or take time away from focusing on your welfare to criticize the intelligence of dedicated, experienced senators. Congratulations, South Bend, your eight-year nightmare is finally over.” At press time, Klobuchar’s administration had convicted 80% of the city’s black population.

Advertisement","Vindictive Amy Klobuchar Elected Mayor Of South Bend, Indiana",https://politics.theonion.com/vindictive-amy-klobuchar-elected-mayor-of-south-bend-i-1842125399,theonion,Politics,FALSE
,"WILMINGTON, DE—As the moderate wing of the Democratic Party consolidated its backing around his candidacy, former Vice President Joe Biden reportedly wondered Thursday where all this support was back when he still had a functioning brain. “Here’s the deal: I’m flattered that everyone’s voting for me and the big Democratic donors are giving me a lot of money, but look, I used to have a general idea of what was happening, and it would’ve been nice if they’d shown me that kind of support back then,” said the former vice president, trailing off and staring blankly for a moment before telling reporters that he didn’t win a single state when he ran for the party’s nomination in either 1988 or 2008, when he would have been physically and cognitively prepared for the demands of running in a general election. “I’ve been pandering to people and compromising progressive goals for decades, and now you’re just throwing all this campaign support and money behind me? I was lucid for 70 years! I honestly can’t figure you people out. Why are you just now saying Joe Biden should be president when I can’t hold a train of thought for longer than 10 seconds or talk to anyone on the campaign trail without getting agitated and sticking my finger in their face? What is your deal?” Sources confirmed that Biden also wondered why the Democrats were supporting him now that he wouldn’t be the only candidate in clear mental decline with a history of reactionary policies in the race.

Advertisement",Biden Wondering Where All This Support Was When He Still Had Functioning Brain,https://politics.theonion.com/biden-wondering-where-all-this-support-was-when-he-stil-1842124077,theonion,Politics,FALSE
,"DETROIT—Stressing the need for inclusivity and intersectionality in the 2020 Democratic primaries, local Bernie Sanders supporter Kevin Randall took to Facebook Wednesday to stress the importance of listening to minority voices, just not any of the ones that have handed victory to Joe Biden. “We need to make clear that, with the exception of those who showed up in droves to vote for Biden in South Carolina and on Super Tuesday, our movement has room for all people of color,” wrote Randall, who explained that it’s important to avoid becoming siloed within one’s own narrow worldview and to empathize with Americans from every background who did not just make Biden the new frontrunner last night. “Marginalized groups are being shut out of these conversations, so we need to take a moment to hear what, in particular, 18-to-35-year-old, college-educated, progressive black and Latino voters from western states have to say. They, along with the tiny minority of working-class citizens in disenfranchised minority communities who object to the moderate platform of Joe Biden, should not be made to feel invisible in our democracy.” Randall later added that it was also important to listen to older Jewish people, except for the ones who cast ballots for Mike Bloomberg.

Advertisement",Sanders Supporter Urges Importance Of Listening To Minority Voices Just Not Specifically The Ones Who Handed Victory To Biden,https://politics.theonion.com/sanders-supporter-urges-importance-of-listening-to-mino-1842094286,theonion,Politics,FALSE
,"NEW YORK—Expressing her displeasure about the unfortunate timing of her boss dropping out of the presidential primary, Bloomberg staffer Eliza Wilkonson was reportedly frustrated Wednesday that she had literally just aborted a fetus for this job. “God damn it, I wish Mike could have given me a little heads up,” said Wilkonson, confirming her annoyance at having received the news about the former New York mayor suspending his campaign mere minutes after she returned to her office from the abortion clinic. “He’d been dropping hints for weeks about how hard it would be for me to give this job my all if I was distracted with a child, so it would have been nice if he had thought to contact me about his plans before I went to all this trouble. It sucks too because I had been really looking forward to having this kid.” Wilkonson added that she felt especially aggravated knowing that she wouldn’t be able to vent about her situation due to the non-disclosure agreements she’d been forced to sign.

Advertisement",Frustrated Bloomberg Staffer Literally Just Aborted Fetus For This Job,https://politics.theonion.com/frustrated-bloomberg-staffer-literally-just-aborted-fet-1842092411,theonion,Politics,FALSE
,"LOS ANGELES—Touting his Super Tuesday victories as evidence that he would stand strong in the face of any real change, Joe Biden announced Wednesday that his incredible electoral comeback proves he can beat a progressive Democrat in the general election. “Democratic voters have spoken, they know that when it comes to the presidential election, I would be by far the most likely candidate to defeat Bernie Sanders,” said Biden, who cited his strength among a wide variety of demographic groups as proof he was the unity figure the party needs to fight back against the Democratic Socialists they would be facing in November. “People know this election is the most important of our lifetime, and we need to nominate someone who can stop progressive policies in their tracks. In fact, if we harness that energy, I have no doubt we can deliver a resounding defeat to the entire Democratic party.” Biden ended his victory speech by claiming that if this momentum continued, the Democrats could be celebrating their biggest victory over their opponents ever at July’s convention.

Advertisement",Biden Says Incredible Comeback Proves He Can Beat Progressive Democrat In A General Election,https://politics.theonion.com/biden-says-incredible-comeback-proves-he-can-beat-progr-1842091985,theonion,Politics,FALSE
,"WASHINGTON—As he bolted upright on the couch where he lay beneath a pile of empty Fig Newton wrappers Thursday, Vice President Mike Pence reportedly took his first phone call from President Trump in 18 months, mumbling, “Whatavirus?” while he brushed crumbs off his bare stomach and chest. “No—I’m awake, I’m awake—was …",The Onion - Political coverage from America's Finest News Source.,https://politics.theonion.com/?startTime=1583344860984,theonion,Politics,FALSE
,"SOUTH BEND, IN—Insisting that he was only selling false hope and dividing the Democratic party, Pete Buttigieg dropped out of the 2020 race this week after slamming his own plan to be president as a naive and unrealistic pipe dream. “To run for president and sell these unworkable ideas of unity when I have no plans for actually achieving them is unfair to the American people,” said Buttigieg, who attacked his campaign as inflexible and alienating to anyone who did not agree with his narrow worldview of what the Democratic party should be. “For me to step on stage and sell myself as president of the United States is just absurd. This election is too important for Americans to take a risk on this fantasy of a small city mayor who could magically transform politics. The disingenuous, ego-driven promises, soaring rhetoric, and lack of results are why people have grown sick of Washington, and why I should drop out of the presidential race.” At press time, Buttigieg had declined to endorse another candidate, noting that suggesting Democrats had any chance of winning in November would just be another empty promise.

Advertisement","Buttigieg Drops Out Of Democratic Race After Slamming Own Plan To Be President As ‘Naive, Unrealistic Pipe Dream’",https://politics.theonion.com/buttigieg-drops-out-of-democratic-race-after-slamming-o-1842030293,theonion,Politics,FALSE
,"NEW YORK—In a video from late 1984 that was circulating online Friday and could severely damage his bid for the presidency, Bernie Sanders can be heard openly questioning whether Madonna was likely to succeed in the transition from making records to acting in major motion pictures. “Look, she’s an undeniable pop sensation with a promising string of top-20 hits to her credit, but let me tell you something: There’s no guarantee that kind of talent is going to translate to the silver screen,” Sanders, then mayor of Burlington, VT, says in a local public-access broadcast in which he clearly exhibits short-sightedness in his failure to anticipate the undeniable success the Material Girl would achieve in box-office smashes such as A League Of Their Own and Evita. “Madonna should stick to music. People love this Like A Virgin album, it’s a lot of fun to dance to, and she needs to build on its success. Taking time away from that to focus on what are sure to be small, insubstantial roles in lackluster films? That’s career suicide.” Reminded by reporters that Madonna had won acclaim for her role in Desperately Seeking Susan just a few months after his videotaped remarks, a visibly angry Sanders argued that Rosanna Arquette had carried that entire film and anyone who said otherwise didn’t know “a goddamn thing” about acting.

Advertisement",Damning New Footage Shows Sanders In 1980s Arguing Madonna Could Never Make Transition From Music To Film,https://politics.theonion.com/damning-new-footage-shows-sanders-in-1980s-arguing-mado-1842016455,theonion,Politics,FALSE
,"WASHINGTON—Noting that he would happily lend his support to any candidate who just requested it, former President Barack Obama told reporters Friday he was kind of hurt no one in the 2020 Democratic field has even asked for his endorsement. “Look, I don’t want to toot my own horn here, but I’m a two-term president with significant pull among Democratic voters and I can’t help but feel a little bummed that no campaign has even raised the question of whether I’d consider endorsing them,” said the 44th commander in chief, stressing that he would happily express his full-throated approval for Amy Klobuchar, Elizabeth Warren, Bernie Sanders or any of the race’s other candidates if they had even so much as broached the topic with him during recent in-person conversations, email chains, and phone calls. “Especially Joe. I mean, I worked with the guy for eight years, and he hasn’t even reached out to test the waters. I’m not trying to overstate my significance, but it’s not crazy to think my vouching for what he did as vice president could really change the way this race shakes out, right? I mean, what the hell? I feel like a forgotten man over here.” At press time, the former president had sighed and started drafting an enthusiastic endorsement of Tulsi Gabbard after receiving a request from one of the representative’s assistants.



Advertisement",Obama Kind Of Hurt No One’s Even Asked For His Endorsement,https://politics.theonion.com/obama-kind-of-hurt-no-one-s-even-asked-for-his-endorsem-1841978356,theonion,Politics,FALSE
,"SALT LAKE CITY—Following the formal public announcement that he was no longer invited to the annual Conservative Public Action Conference, Senator Mitt Romney (R-UT) reportedly screamed, “I’ll show those pricks!” Thursday while driving a busload of pregnant women to an abortion clinic. “They called me liberal, I’ll show them liberal—did you hear that, ladies, we’re all getting abortions!” shouted Romney, who shifted the bus carrying 48 women into high gear before careening wildly into the clinic’s lot and parking the vehicle diagonally across multiple spaces. “Out, out, everybody out! Sheila, Jen, hush that crying. I don’t care what term you’re on, I’ve got a score to settle. Did you hear what those assholes did to me? Get whatever you want back there because everything’s on me!” At press time, Romney had driven the bus to a nearby obstretician’s office and was waving a fistful of cash in the waiting room, offering $5,000 to anyone who would get an abortion.",‘I’ll Show Those Pricks!’ Screams Mitt Romney Driving Busload Of Pregnant Women To Abortion Clinic After Being Disinvited To CPAC,https://politics.theonion.com/i-ll-show-those-pricks-screams-mitt-romney-driving-b-1841961340,theonion,Politics,FALSE
,"WASHINGTON—As he bolted upright on the couch where he lay beneath a pile of empty Fig Newton wrappers Thursday, Vice President Mike Pence reportedly took his first phone call from President Trump in 18 months, mumbling, “Whatavirus?” while he brushed crumbs off his bare stomach and chest. “No—I’m awake, I’m awake—was actually just in the middle of a big important meeting here,” Pence said as he frantically rummaged in the couch cushions for the remote to mute the 700 Club rerun blaring from the television in the den of his official residence at Number One Observatory Circle. “Corona what now? And it’s some kind of plague going around? You bet, Mr. President, I’d be happy to help. And this press conference at the White House—do I need to wear a suit? Ha, of course, of course. Just kidding. I’ll be there in—uh, shoot, I have a plate of pizza rolls in the microwave, but I tell you what, I’ll just take those to-go!” At press time, sources confirmed a disoriented Pence had been seen darting from room to room in search of a clean shirt before finally pulling a rumpled one from his hamper and sprinting out the door.

Advertisement",‘Whatavirus?’ Says Half-Naked Mike Pence Brushing Crumbs Off Stomach While Taking First Call From Trump In 18 Months,https://politics.theonion.com/whatavirus-says-half-naked-mike-pence-brushing-crumb-1841960552,theonion,Politics,FALSE
,"LEWISTON, ME—Announcing his newfound support for the former New York mayor, local Democratic voter Lucas Butterfield calmly stated, “I like this candidate now and will vote for him,” after seeing a Mike Bloomberg ad for the 12th time in a single day, sources confirmed Thursday. “The ninth ad didn’t really convince me, and I was on the fence for the 10th and 11th, but once I had seen my 12th commercial since waking up this morning, I suddenly realized Mike is the candidate for me,” said Butterfield, who explained that he had initially opposed the former Republican’s candidacy, but after the day’s encounter with a dozen print, TV, radio, billboard, and autoplaying digital ads, it now seemed obvious to him that Bloomberg was “the only man for the job.” “I like Mike. Mike is my candidate of choice. I will go to the polls and cast my ballot for Mike, and I will tell all my friends to vote for Mike too. I support Mike Bloomberg for president in 2020. Only Mike can get it done.” At press time, sources confirmed the man was speaking Bloomberg’s name over and over again with increasing urgency while he repeatedly walked into a wall.

Advertisement","‘I Like This Candidate Now And Will Vote For Him,’ Says Area Man After Having To Watch 12th Bloomberg Ad In Single Day",https://politics.theonion.com/i-like-this-candidate-now-and-will-vote-for-him-says-1841952651,theonion,Politics,FALSE
,"DENVER, CO—Stressing that his angry rants and unhinged perceptions of the world in no way represented the Vermont senator’s broad coalition of supporters, 27-year-old Adam Patterson told reporters Wednesday that he was sick and tired of the Sanders movement being defined by a small number of toxic members like himself. “Honestly, I’m just fed up with the mainstream media taking a tiny sample of aggressive and borderline unhinged Bernie supporters like me and suggesting that we somehow represent the millions of completely normal Bernie voters out there,” said Patterson, stressing that the condescending way that he insisted anyone who slightly critiqued Sanders or his plans was a neoliberal shill, white supremacist, or supporter of war criminals did not at all reflect Sanders’ largely issues-oriented campaign. “Look, clearly I’m a lunatic who has lost all touch with reality or historical context. I mean, I’ve repeatedly argued I’d rather live in Venezuela under Nicolas Maduro than the totalitarian state of America. That’s crazy. And, frankly, I’m sure if Bernie saw me going online and telling women they were fucking corporatist bitches for supporting Warren, he would condemn it, because it distracts from his generally positive message. But I’m just one person. Should the media get to cast all Bernie supporters in a negative light just because of a few complete and utter assholes like me?” At press time, Patterson had decided that the best solution to the mischaracterization was to tell a female journalist who wrote about Bernie Sanders’ history of praising left-wing dictatorships to get ovarian cancer and die.

Advertisement",Sanders Supporter Sick Of Movement Being Defined By Small Number Of Toxic Members Like Him,https://politics.theonion.com/sanders-supporter-sick-of-movement-being-defined-by-sma-1841936650,theonion,Politics,FALSE
,"WASHINGTON—Declaring that he was looking forward to showing the influential global entity around the country, President Donald Trump held a diplomatic ceremony Wednesday to formally welcome the coronavirus to the United States. “This is a historic day for America, and I hope that the coronavirus will appreciate our efforts to give it a warm reception and work with us to build a thriving, mutually beneficial relationship,” said the president, announcing that Covid-19 would join him on the White House South Lawn for the presentation of an American flag accompanied by a military brass band, before a meeting with high-ranking administration officials and leaders from the business community in the Oval Office. “We have a full itinerary planned over the next few days in which will tour a variety of Washington cultural sites, newly built manufacturing facilities, and even the state-of-the-art Johns Hopkins Hospital, so the coronavirus can observe firsthand the best of American pride and ingenuity. We are excited to develop a stronger bond with such an influential force in the international community, and we hope that a strong partnership with the coronavirus could lead to further diplomatic relations with H1N1, SARS, and other prominent global viruses.” At press time, a Trump administration spokesperson announced a change to the diplomatic itinerary after the coronavirus had expressed an interest in touring the CDC director’s lungs.

Advertisement",Trump Holds Diplomatic Ceremony To Formally Welcome Coronavirus To United States,https://politics.theonion.com/trump-holds-diplomatic-ceremony-to-formally-welcome-cor-1841935942,theonion,Politics,FALSE
,"CHARLESTON, SC—As the televised event featuring the leading contenders for the Democratic Party presidential nomination got underway Tuesday evening, CBS moderators kicked off the debate by asking whether Michael Bloomberg was ready to get his shit rocked again. “Our first question is for Mayor Bloomberg: How will you respond to another two hours of the other nominees just completely wrecking your shit?” said CBS This Morning co-host Gayle King, citing the fact that the billionaire former New York City mayor had spent the debate six days earlier “getting absolutely bodied” and wondered whether he had a plan to prevent “a complete and total roasting” from happening again. “Mr. Bloomberg, do you believe that you prepared this time, and is it going to be enough? Because from where we’re sitting, you got ripped a new one last debate, and now you’re about to be hit from every side. Honestly, after seeing how easy it was last time, we wouldn’t be surprised if the other candidates are even better prepared to tear you apart. Tonight, the whole country is watching to see if you have any plan to avoid getting fucking hammered again. You ready?” Sources confirmed that fellow CBS moderator Norah O’Donnell then interjected and told Bloomberg that they would give him 30 seconds to run off the stage if he still wanted to save himself before it started.",Moderators Kick Off Debate By Asking Whether Bloomberg Ready To Get Shit Rocked Again,https://politics.theonion.com/moderators-kick-off-debate-by-asking-whether-bloomberg-1841920478,theonion,Politics,FALSE
,"AHMEDABAD, INDIA—Representing the United States during a diplomatic visit to India, President Donald Trump hailed the blossoming relations between the two planets during a rally Monday at the 110,000-seat Motera Stadium. “Although we may come from different worlds, and our civilizations are separated by millions of lightyears, the bonds we share are still incredibly powerful,” said Trump, who marveled aloud at the strange vegetation and peculiar culture of the foreign planet, remarking to aides that the inhabitants of India were “a lot like us,” despite their extraterrestrial origin. “When I landed here in my flying craft after a long journey at warp speed through multiple galaxies, your entire planet came out into the streets to welcome me as if I were a member of your own species. That’s something I’ll never forget. May our two countries continue to exist in interplanetary harmony, sending a message of peace to the rest of the universe.” Trump later complimented Indian prime minister Narendra Modi’s efforts to combat the intergalactic Muslim threat that puts their shared star system in danger.

Advertisement",Trump In India Hails Blossoming Relations Between The 2 Planets,https://politics.theonion.com/trump-in-india-hails-blossoming-relations-between-the-2-1841893559,theonion,Politics,FALSE
,"LAS VEGAS—Acknowledging the blunder following public pressure that his patient release the confidential documents, embarrassed heart surgeon Dr. Michael Sharrer admitted to reporters Monday that he may have accidentally left Bernie Sanders’ medical records in the candidate’s chest. “Honestly, I just set them down for a second, and before I knew it he was all closed up,” said Sharrer, who speculated that he must have misplaced the Vermont senator’s health records inside Sanders’ thoracic cavity while performing the stent procedure with the scalpel in one hand and the files in the other back in October. “It was a manila folder filled with all kinds of test results and charts. It probably got tucked behind the rib cage. I really should have been more careful considering that was our only copy. We could try an X-ray, but they might be difficult to read because they’re probably all bloody. Man, we should really switch to digital records.” At press time, Sanders’ critics were calling upon the presidential candidate to cut open his chest to release the records.

Advertisement",Embarrassed Heart Surgeon Admits He May Have Accidentally Left Sanders’ Medical Records In Candidate’s Chest,https://politics.theonion.com/embarrassed-heart-surgeon-admits-he-may-have-accidental-1841892496,theonion,Politics,FALSE
,"WASHINGTON—In a legal measure that will greatly expand the options available to American sportsmen, the Trump administration announced Thursday that it would repeal legacy regulations forbidding the use of controversial chokeholds and eye-gouging when hunting game birds. “Although animal rights activists have long decried placing grouse in sleeper holds, piledriving pheasants, and headbutting doves, we recognize that these inarguably effective moves have a long tradition among wingshooters,” said President Donald Trump in a press conference, adding that no less a man than Theodore Roosevelt had thought nothing of roundhouse kicking a brace of ducks for his dinner. “They call the move the ‘Crossface Chicken Wing’ for a reason. Furthermore, banning the use of the common folding chair as an implement for slamming birds across the head is a holdover from the days of ignorant environmentalists who don’t respect traditional hunting. True woodsmen know that respecting nature often means wrapping barbed wire around your fist to pummel a Canada goose or digging your thumbs into the eyes of a woodcock, and that there isn’t a hunter alive who wouldn’t curb stomp a wild turkey.” President Trump then posed for photographs while repeatedly smashing a quail beak-first into one of the White House’s marble columns.

Advertisement","Trump Administration Rolls Back Hunting Regulations Forbidding Use Of Chokeholds, Eye Gouging On Birds",https://politics.theonion.com/trump-administration-rolls-back-hunting-regulations-for-1841839546,theonion,Politics,FALSE
